Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,hg_symbol,hg_ensid
ENSMUSG00000000031,8.8973281341717,4.90922885594816,1.16083020525719,4.22906712257757,2.34662331219765e-05,0.00015060048353495,H19,ENSMUSG00000000031,ENSMUSG00000000031
ENSMUSG00000000037,93.6213799088367,2.03854571902867,0.287698623236823,7.08569855529206,1.38344657148639e-12,2.6463396272659e-11,Scml2,SCML2,ENSG00000102098
ENSMUSG00000000093,15.8048572987371,2.97622794905787,0.673320426800497,4.4202252458022,9.8598074707768e-06,6.85124675323393e-05,Tbx2,TBX2,ENSG00000121068
ENSMUSG00000000094,16.1803384360865,3.38650338082303,0.700874822635715,4.83182341760789,1.35288224483213e-06,1.11474218205888e-05,Tbx4,TBX4,ENSG00000121075
ENSMUSG00000000125,10.3841400217841,3.50195652341864,0.85110311132358,4.11460900192531,3.87836256871423e-05,0.00023891422101649,Wnt3,WNT3,ENSG00000108379
ENSMUSG00000000183,20.6096031211562,5.19777429380009,0.810840756335317,6.41035154336839,1.45184468731777e-10,2.16619064457907e-09,Fgf6,FGF6,ENSG00000111241
ENSMUSG00000000275,91.3288899451086,1.89730211101465,0.341286801970683,5.55926012977679,2.70920654489395e-08,2.93632750343932e-07,Trim25,TRIM25,ENSG00000121060
ENSMUSG00000000303,16.519155037991,3.55266370843778,0.743856831303233,4.77600468118782,1.78812231419856e-06,1.44461061304658e-05,Cdh1,CDH1,ENSG00000039068
ENSMUSG00000000317,30.2641813214914,1.54005547975177,0.487483265896082,3.15919660733558,0.00158204724742221,0.00653197735132731,Bcl6b,BCL6B,ENSG00000161940
ENSMUSG00000000486,33.968655759378,1.1945921222899,0.397130833506147,3.00805684550658,0.0026292395249423,0.0101265612397609,Sept1,SEPT1,ENSG00000180096
ENSMUSG00000000792,30.3687316099317,1.12688778275756,0.467473853428197,2.41058997095471,0.0159267425304897,0.0478086861391902,Slc5a5,SLC5A5,ENSG00000105641
ENSMUSG00000000817,14.8612055646622,2.658792301506,0.646378006699411,4.11337061897038,3.8992361751232e-05,0.000239996305873585,Fasl,FASLG,ENSG00000117560
ENSMUSG00000000884,16.1906742839607,2.34113610315287,0.768772334129929,3.04529182336209,0.00232454640593922,0.0091140473376192,Gnb1l,GNB1L,ENSG00000185838
ENSMUSG00000000889,5.70346634580909,2.96556873360552,1.08687369288902,2.72853115592737,0.0063617080334959,0.0218501527033805,Dbh,DBH,ENSG00000123454
ENSMUSG00000000958,10.0280211345339,4.19082293310841,1.00950705650604,4.15135575932779,3.30511539108794e-05,0.000206183465386807,Slc7a7,SLC7A7,ENSG00000155465
ENSMUSG00000001021,49.5864102093623,1.51198112696133,0.345092313593809,4.38138164022107,1.17929100483057e-05,8.06498367024817e-05,S100a3,S100A3,ENSG00000188015
ENSMUSG00000001027,26.7468207086536,7.16868540952638,1.04449158884625,6.86332516803216,6.7275849264129e-12,1.19560110711528e-10,Scn4a,SCN4A,ENSG00000007314
ENSMUSG00000001029,9.39938281299637,4.34580575431974,0.992004294365899,4.38083361029967,1.1822612869426e-05,8.08142654231537e-05,Icam2,ICAM2,ENSG00000108622
ENSMUSG00000001089,738.580581204634,1.10180945336936,0.156028262711805,7.06160175227018,1.64594150072146e-12,3.11300949133141e-11,Luzp1,LUZP1,ENSG00000169641
ENSMUSG00000001131,3.93708270049193,4.3240553372135,1.46698892217486,2.94757190858875,0.00320280252984343,0.0120607644316717,Timp1,TIMP1,ENSG00000102265
ENSMUSG00000001228,278.164403800636,3.37983260603698,1.34093695502727,2.52050075386897,0.0117187987258084,0.0368222216756917,Uhrf1,UHRF1,ENSG00000276043
ENSMUSG00000001247,6.19899539398515,3.84298237400376,1.12783240095466,3.40740554248206,0.000655836039222835,0.00300392235752772,Lsr,LSR,ENSG00000105699
ENSMUSG00000001249,125.861328207252,2.62462821564765,0.250558940333355,10.4750930545752,1.12426979969348e-25,7.33059844964525e-24,Hpn,HPN,ENSG00000105707
ENSMUSG00000001280,420.984257460901,1.77377393381681,0.159003178547537,11.1555878946565,6.7246844731042e-29,5.37955921197151e-27,Sp1,SP1,ENSG00000185591
ENSMUSG00000001403,103.26078581436,2.5132486380821,0.259364799906329,9.69001436968228,3.32481887653283e-22,1.63431157134081e-20,Ube2c,UBE2C,ENSG00000175063
ENSMUSG00000001435,171.7237971176,1.88620198314164,0.202788609344283,9.30132116020063,1.38711221020483e-20,5.88626116065968e-19,Col18a1,COL18A1,ENSG00000182871
ENSMUSG00000001444,11.8575095742322,5.03039129413789,1.00608908662773,4.99994618866116,5.73463170020541e-07,5.02841101400572e-06,Tbx21,TBX21,ENSG00000073861
ENSMUSG00000001473,4.77120410987123,2.87004199928363,1.18326660723664,2.42552437610507,0.0152862891427658,0.0463194834618831,Tubb6,TUBB6,ENSG00000176014
ENSMUSG00000001493,6.51846333551392,3.9275449034657,1.1828699546474,3.32035223993534,0.000899039363260341,0.00397456117265512,Meox1,MEOX1,ENSG00000005102
ENSMUSG00000001496,12.3965748737979,2.67128731548948,0.772585542053685,3.45759423401669,0.000545021594121376,0.00254939900160896,Nkx2-1,NKX2-1,ENSG00000136352
ENSMUSG00000001506,42.8317963435602,2.65794913430163,0.38066563632594,6.98237214148166,2.90237077858748e-12,5.34766497197934e-11,Col1a1,COL1A1,ENSG00000108821
ENSMUSG00000001508,11.0651882346815,6.55943827387435,1.23373929403117,5.31671343014598,1.05658272922155e-07,1.04665092486432e-06,Sgca,SGCA,ENSG00000108823
ENSMUSG00000001517,135.021164110835,4.51402333299275,0.294679374554773,15.3184230820801,5.75979781471459e-53,1.82771184211593e-50,Foxm1,FOXM1,ENSG00000111206
ENSMUSG00000001555,10.0262921016643,3.7023191840661,0.882154108389967,4.19690748912711,2.70584394638023e-05,0.000171724882810384,Fkbp10,FKBP10,ENSG00000141756
ENSMUSG00000001558,10.531665841876,2.32716314220322,0.769706571260977,3.02344195709636,0.00249916965135246,0.00971336228538038,Klhl10,KLHL10,ENSG00000161594
ENSMUSG00000001566,2.71120196993301,4.39020196943438,1.76113886467874,2.49281987779835,0.0126733118586169,0.0393343641839091,Mnx1,MNX1,ENSG00000130675
ENSMUSG00000001588,3.66227549566246,4.18849363456946,1.50912286481362,2.77544905867339,0.00551255344681301,0.0192720056172766,Acap1,ACAP1,ENSG00000072818
ENSMUSG00000001604,27.0514586268723,6.25563392398124,0.869527993326339,7.19428698327538,6.27880082421859e-13,1.26190198971751e-11,Tcea3,TCEA3,ENSG00000204219
ENSMUSG00000001632,847.648260775357,1.0064603120249,0.109449223335672,9.19568253982182,3.72621391549145e-20,1.52241692721774e-18,Brpf1,BRPF1,ENSG00000156983
ENSMUSG00000001655,12.8299490901589,4.60524588284638,0.942894931018711,4.88415594500104,1.03872843562278e-06,8.71988400733421e-06,Hoxc13,HOXC13,ENSG00000123364
ENSMUSG00000001670,3.06666970120524,4.58554972511025,1.69409737744693,2.70678048744803,0.00679391635774843,0.0231137161256792,Tat,TAT,ENSG00000198650
ENSMUSG00000001739,18.1068159647979,4.34383014843501,0.79362682755515,5.4733912685596,4.4150381900133e-08,4.63052059010613e-07,Cldn15,CLDN15,ENSG00000106404
ENSMUSG00000001741,105.927096931556,1.31845269040851,0.239249884248544,5.51077671176148,3.57253691903483e-08,3.80843903959372e-07,Il16,IL16,ENSG00000172349
ENSMUSG00000001827,8.49070641084647,3.40659968118252,0.940529130120657,3.62200337244791,0.000292330309500518,0.0014610887835186,Folr1,FOLR1,ENSG00000110195
ENSMUSG00000001918,11.9069800205568,2.62508661751381,0.71925238517813,3.6497433607588,0.000262502442280821,0.00132663373723199,Slc1a5,SLC1A5,ENSG00000105281
ENSMUSG00000001964,56.7993020449684,1.68064090564658,0.348815438387542,4.8181379626304,1.44904165419215e-06,1.18814759121658e-05,Emd,EMD,ENSG00000102119
ENSMUSG00000002020,136.873643033185,3.97317695113084,0.263238440138467,15.0934527230936,1.78833919232744e-51,5.4333169142212e-49,Ltbp2,LTBP2,ENSG00000119681
ENSMUSG00000002055,654.009311143499,1.28128686475804,0.208419718608152,6.14762784113998,7.86503038626853e-10,1.05702307200679e-08,Spag5,SPAG5,ENSG00000076382
ENSMUSG00000002083,116.660891662658,3.74006964035194,0.274666890866375,13.6167472845188,3.18437604753278e-42,6.4958996815349e-40,Bbc3,ENSMUSG00000002083,ENSMUSG00000002083
ENSMUSG00000002100,14.3102456129988,1.48507556649996,0.604456875703777,2.45687595954776,0.0140151068739711,0.0429645166609854,Mybpc3,MYBPC3,ENSG00000134571
ENSMUSG00000002104,4.79446297786633,3.53216641356677,1.28991299859992,2.73829817778456,0.00617580534198128,0.02128331419834,Rapsn,RAPSN,ENSG00000165917
ENSMUSG00000002108,19.1282391554799,2.24876542940875,0.665715334985157,3.37796849678833,0.000730234458576659,0.00330137183829204,Nr1h3,NR1H3,ENSG00000025434
ENSMUSG00000002111,11.2088079195708,5.47764843694118,1.14620967272134,4.77892358379431,1.76236154115596e-06,1.42541159031076e-05,Spi1,SPI1,ENSG00000066336
ENSMUSG00000002257,45.0357714632302,3.9826678316073,0.440957399225312,9.03186529720146,1.68770087363126e-19,6.37553561508402e-18,Def6,DEF6,ENSG00000023892
ENSMUSG00000002289,5.52100757493446,4.11267191311704,1.37417381179254,2.99283240433193,0.00276401487868471,0.0105785983543764,Angptl4,ANGPTL4,ENSG00000167772
ENSMUSG00000002297,320.912803505328,1.14940135571879,0.176155964340149,6.52490740250695,6.80435575435059e-11,1.06655102079308e-09,Dbf4,DBF4,ENSG00000006634
ENSMUSG00000002384,18.7478809645692,1.76073773828392,0.552315057180922,3.18792275421736,0.00143298812480548,0.00598752126646958,Bmp8b,ENSMUSG00000002384,ENSMUSG00000002384
ENSMUSG00000002486,623.008661912177,1.75344576493459,0.119895839138821,14.6247424224986,1.95308631327289e-48,5.57781920207604e-46,Tchp,ENSMUSG00000002486,ENSMUSG00000002486
ENSMUSG00000002500,5.0199593652093,2.99095370947033,1.15652221485138,2.58616191808706,0.00970513273904649,0.0313503999428152,Rpl3l,RPL3L,ENSG00000140986
ENSMUSG00000002602,25.9330974804538,1.9376934783539,0.531421493076538,3.6462459716036,0.000266099277637728,0.00134243583643453,Axl,AXL,ENSG00000167601
ENSMUSG00000002699,34.7172191583584,1.21115105346176,0.464825291302893,2.60560489311357,0.00917121872217793,0.0299064667146243,Lcp2,LCP2,ENSG00000043462
ENSMUSG00000002769,16.4082976597361,2.46738611451851,0.65385096346656,3.77362159327108,0.000160894745610946,0.000864858467890646,Gnmt,GNMT,ENSG00000124713
ENSMUSG00000002804,30.3853800590819,1.50802083439509,0.416591639127063,3.61990182413414,0.000294714814751459,0.00147197628445032,Nudt14,NUDT14,ENSG00000183828
ENSMUSG00000002944,11.1030549592007,1.91852570307885,0.757829581129981,2.53160572093027,0.011354158353221,0.0358579463020723,Cd36,CD36,ENSG00000135218
ENSMUSG00000002980,29.2385749012245,1.90338354506477,0.520808999615878,3.65466715526922,0.000257515842643467,0.00130420197731065,Bcam,BCAM,ENSG00000187244
ENSMUSG00000002983,51.0565328270607,1.28193197477725,0.340551702343002,3.76428003723819,0.000167029620301659,0.000894803775313279,Relb,RELB,ENSG00000104856
ENSMUSG00000003032,20.5526596543747,1.55448576175302,0.585044552783274,2.65703826205673,0.00788304955011899,0.0262575241546359,Klf4,KLF4,ENSG00000136826
ENSMUSG00000003038,338.751032462245,1.65055507255306,0.199489683311837,8.273886875508,1.29661189236527e-16,3.7824248247252e-15,Hmgn2,HMGN4,ENSG00000182952
ENSMUSG00000003051,11.7426106921224,5.4319650085838,1.08810693006888,4.99212426506642,5.97188109654743e-07,5.22201323442431e-06,Elf3,ELF3,ENSG00000163435
ENSMUSG00000003070,28.9370911526546,1.03207304345825,0.431545396969739,2.39157467720742,0.0167762707348955,0.0499753328379972,Efna2,EFNA2,ENSG00000099617
ENSMUSG00000003190,7.99550155285548,3.42431582305779,1.0970550224375,3.12137108260025,0.00180011044644877,0.00730142795627476,Bcl2l12,BCL2L12,ENSG00000126453
ENSMUSG00000003309,44.1329279155828,1.4701172208818,0.374010514607345,3.93068420128563,8.47044696553534e-05,0.000484978939231604,Ap1m2,AP1M2,ENSG00000129354
ENSMUSG00000003341,44.0913478779056,6.54657333916569,0.741575829690383,8.82792167309304,1.06638691715614e-18,3.75060886293869e-17,Atp8b3,ATP8B3,ENSG00000130270
ENSMUSG00000003348,65.2576953691858,1.00662045001799,0.292519791999077,3.44120458700849,0.000579130468993939,0.00268889401137992,Mob3a,MOB3A,ENSG00000172081
ENSMUSG00000003379,39.7058799606468,6.42807720367053,0.753788109393915,8.52769780202428,1.492889190398e-17,4.73201136388196e-16,Cd79a,CD79A,ENSG00000105369
ENSMUSG00000003420,85.9897095258895,1.32373641161441,0.257493151823123,5.1408606490774,2.73482836006833e-07,2.53255392785965e-06,Fcgrt,FCGRT,ENSG00000104870
ENSMUSG00000003436,14.4440734298092,2.06036849347527,0.623921602180975,3.30228747694112,0.000958997287760964,0.00420512874883546,Dll3,DLL3,ENSG00000090932
ENSMUSG00000003526,31.0224271626702,1.97312660302105,0.467655612040562,4.21918726562808,2.45184562449845e-05,0.000156824768622735,Prodh,PRODH,ENSG00000100033
ENSMUSG00000003545,56.6913857265758,1.66898438136493,0.344854319323592,4.83967950477908,1.30048681670371e-06,1.07653921734032e-05,Fosb,FOSB,ENSG00000125740
ENSMUSG00000003573,54.1705292500474,4.29772456055437,0.414274052979305,10.3741099150351,3.25228954703599e-25,2.03243188564116e-23,Homer3,HOMER3,ENSG00000051128
ENSMUSG00000003644,58.5241574481267,1.27727522017312,0.310644002835675,4.11170088111688,3.92754935605035e-05,0.000241478755779208,Rps6ka1,RPS6KA1,ENSG00000117676
ENSMUSG00000003779,55.9035437627267,3.00181430880454,0.452357547995826,6.63593284140855,3.22456643429173e-11,5.29864170293082e-10,Kif20a,KIF20A,ENSG00000112984
